place_lat,place_lon,place_category,time_of_day,day_of_week,human_activity
31.116848630335365,121.04602155030489,leisure,61892,6,bike
31.19606727992248,121.34180731306633,restaurants,38105,0,walk
39.95964710142952,116.35915191190684,restaurants,29710,3,bike
39.96020557212668,116.36404169123053,leisure,36082,5,still
39.99595487545336,116.30944507425411,sport,41580,0,still
39.99852255555556,116.3125644821256,restaurants,65677,3,still
40.08036231734729,116.23635337099697,restaurants,50046,6,car
40.01430115174578,116.30624114372569,restaurants,53159,6,walk
39.9938420276705,116.1985545552504,leisure,77517,0,walk
40.00110507565408,116.17190726696955,leisure,40782,6,still
40.00253296989287,116.16990302460972,leisure,44055,5,walk
39.99355300823623,116.18723414374584,leisure,39487,1,car
39.99004531264226,116.18687896929475,restaurants,40276,6,car
39.99015641523586,116.19135593765616,restaurants,55428,5,bus
40.01505099611547,116.31110335320768,restaurants,29047,5,car
40.07512957135796,116.34186476745695,leisure,48953,5,bike
40.06962781469977,116.32998865428056,leisure,70288,4,car
40.03148178896059,116.31367902937492,leisure,69501,4,bike
39.96828296484018,116.32900551176446,sport,62037,6,still
39.96640488260734,116.36112158246785,restaurants,51910,3,bus
39.94952495912911,116.33073591172425,leisure,75925,2,bus
39.908520641318354,116.41044756744002,restaurants,38118,6,bus
39.960723377048495,116.43884928217447,leisure,53105,1,bike
39.92649128342923,116.33745508191828,leisure,55092,6,car
39.89862047410536,116.37881209649032,restaurants,42061,2,walk
39.92667005970875,116.33350543992007,leisure,28219,2,bike
39.90612497235622,116.2075869480855,leisure,68801,5,bus
39.89690374291459,116.20892254214893,restaurants,70596,5,bus
39.87991965505726,116.2608480569652,restaurants,37731,5,walk
39.90027705955666,116.24568244582365,restaurants,44029,5,walk
39.92486694813297,116.19120793215237,restaurants,48780,5,bike
39.921972539775766,116.33337933330994,leisure,53198,1,still
39.939300017214215,116.3630400733299,restaurants,40118,5,bike
39.936633481317934,116.35171926875483,restaurants,54688,3,still
39.9307863226385,116.34671790233048,restaurants,49481,3,car
39.931215237478696,116.34347438118417,restaurants,58938,2,car
39.922487630914944,116.33801446462188,leisure,29522,4,still
39.93405379022392,116.3494089265133,leisure,58359,6,bus
39.930848202016286,116.33801082488584,leisure,39139,4,still
39.90558889493276,116.3921675944531,leisure,8565,6,car
39.94898836378589,116.33449495103484,restaurants,50805,4,bus
39.90580463963583,116.3829338228846,restaurants,48717,6,bike
39.938306482178575,116.33906733513824,leisure,41952,2,walk
39.90651198095238,116.32610736190476,restaurants,66266,5,still
39.90553080013834,116.30206406229308,restaurants,57886,6,walk
39.90331574422307,116.2147317603783,leisure,47250,6,walk
39.90572447978975,116.3442592615966,leisure,65381,0,car
39.90451761199314,116.36718048521828,leisure,51915,5,still
39.90741048759042,116.46604814878896,sport,64521,5,walk
39.91114633658123,116.35338444736792,leisure,51739,1,still
39.965476376322336,116.3251107368468,sport,43222,5,walk
39.92346758464227,116.34823508070646,restaurants,47726,1,bike
39.94881462921,116.349198283584,sport,53185,3,walk
39.86485363667148,116.34667978122502,sport,46297,2,car
39.89526223680072,116.41187686463442,leisure,63836,5,car
39.906883284167726,116.40818239079285,restaurants,75932,3,walk
40.05144653826201,116.29441857161888,leisure,69017,1,bus
39.92714978172715,116.32768544431582,restaurants,53337,4,car
40.00674467870085,116.1978071718462,leisure,51248,4,bus
40.011144743502605,116.19362604854608,leisure,49176,6,still
39.97172461068566,116.3162415831756,restaurants,61619,6,bike
39.9065559128524,116.183193735553,leisure,58478,2,still
39.90696235133021,116.1863810725128,leisure,71592,6,still
40.002972410942505,116.4015109205885,restaurants,64736,3,still
39.93538991136819,116.3263044188488,sport,61850,4,walk
40.04088242892699,116.30368109317932,leisure,85930,3,bike
40.00585397044112,116.34261903074884,restaurants,55775,3,bus
39.834058341269845,116.279992431167,leisure,36642,4,still
39.97304465868969,116.38189263015036,restaurants,35366,0,car
39.936016770201874,116.31977351261072,restaurants,43942,2,still
39.81994658864805,116.27683714096928,restaurants,54145,3,car
39.820919374384594,116.2835477818832,restaurants,40140,2,still
39.95690227227005,116.4265536825976,sport,65120,5,bus
39.95812807123184,116.42735387421024,leisure,63230,5,bus
39.98125145589555,116.38521960958796,leisure,66562,3,car
40.05412659217553,116.60861363401231,restaurants,58818,3,car
39.93009813143551,116.42127041514972,restaurants,49544,3,bus
39.99674946366328,116.29179808869138,leisure,38747,5,walk
39.71386638644689,116.35769425746336,restaurants,60745,6,bus
39.89839572066887,116.59607340222954,restaurants,42046,1,walk
39.89619399406643,116.59774000808802,restaurants,39246,1,still
39.95555130330644,116.31671746440038,restaurants,62672,1,bike
39.88507556520224,116.43659855079862,restaurants,64416,0,still
39.99897504614576,116.33820901039472,restaurants,25840,6,bike
39.88195489374356,116.4068403129812,leisure,52485,3,still
39.876220835591,116.40675075816884,restaurants,38415,2,bike
39.89050730357439,116.39277553416768,leisure,35493,6,car
39.91964587341313,116.36735578157656,restaurants,68769,5,still
39.96701540043493,116.34355101110576,leisure,35395,4,still
40.03738992787745,116.33468131883632,sport,57849,0,car
40.21957541143338,116.25189307885805,leisure,44618,5,walk
40.222685971542425,116.21882627008908,restaurants,45809,5,walk
40.219673758777446,116.2381329056144,restaurants,62706,5,walk
40.22049563254678,116.2588858434756,restaurants,68061,5,still
34.26432094774928,117.20190834002209,restaurants,12905,5,car
32.01735792075528,120.83051577455292,leisure,48376,0,still
32.0560704085175,121.27149008868572,leisure,39603,4,still
32.0601409893611,121.27050022581668,leisure,75516,2,walk
32.05792764450477,121.27226128094634,leisure,72082,2,walk
31.999522200049885,120.8425986067278,restaurants,3776,0,bike
32.01740798132772,120.86146594542838,restaurants,58378,4,bus
32.01488559920635,120.85853434988512,restaurants,46688,1,bus
31.96898106571476,120.8935270832894,leisure,55408,1,car
32.23266454061241,120.7605405622482,restaurants,48475,4,bike
32.24138381775334,120.7571472708615,restaurants,39935,4,walk
32.23676205182689,120.75210826743104,leisure,46535,4,bus
32.00319263014415,120.84164857538111,restaurants,68623,6,bus
39.99412311351553,116.44540920580788,restaurants,13405,0,car
39.98615921013607,116.44958287581872,leisure,1876,5,bike
39.993395724356965,116.44155013713204,leisure,28834,5,bus
40.05002541471576,116.30101270420808,restaurants,69894,1,bike
40.0522288586068,116.40166264056592,restaurants,81361,2,still
40.04052093164272,116.40829619550011,restaurants,64802,5,bike
40.04374709647645,116.41333837398552,leisure,41265,5,bike
40.046048758475166,116.41455718882104,restaurants,59617,5,bike
40.04030331757874,116.41648682736434,leisure,63637,5,walk
39.957069345630046,116.30977206663492,restaurants,71109,0,bus
39.9374419150639,116.36657536194448,leisure,43613,5,still
39.95020673992064,116.36538495892285,leisure,52889,5,car
39.90816168566242,116.30419219644382,restaurants,38704,4,bike
39.89056595577462,116.28845777201016,leisure,41452,4,bike
39.95391935359944,116.3037356609764,restaurants,37522,1,walk
39.953833419258416,116.30728910412022,restaurants,36168,1,still
31.25021164646792,121.45261422509644,restaurants,37684,3,car
39.9699175957124,116.4199561637804,leisure,29892,3,bike
40.008790236871896,116.32735717894414,restaurants,56420,4,walk
39.98730684606161,116.3819876554869,sport,78788,1,bike
39.99112024045196,116.3884382342069,leisure,49494,1,walk
39.912416532110655,116.39074924102104,restaurants,51530,4,bike
39.84727578813795,116.27682663546848,leisure,56482,3,still
39.950033876715146,116.31355438081135,restaurants,67475,6,bike
39.91334031182694,116.4051341043531,leisure,77963,3,car
39.93580147577224,116.4259026773647,sport,53803,2,still
39.88967189008786,116.35694043307564,restaurants,35037,2,bus
38.88553056776558,121.5554514482222,sport,39356,6,bus
38.92919051819825,121.52940814167606,restaurants,20333,6,bus
38.92778648817081,121.52766621826794,restaurants,35695,3,bus
38.91813264686392,121.55208491838344,leisure,31080,4,still
38.91878185941315,121.55894125765032,restaurants,37222,6,still
38.90752613172384,121.58076507090686,restaurants,56553,5,walk
38.90913156855089,121.58287627462114,leisure,4503,6,walk
38.91747320594617,121.62837731282012,restaurants,42460,0,bike
38.95191869823324,121.55369448587516,leisure,67964,5,still
39.98735905749253,116.416905370629,restaurants,57314,0,bus
39.95065468313208,116.43928593598608,restaurants,63209,1,bike
39.949168681986656,116.43559004447562,restaurants,61584,0,bike
39.9595916443903,116.29707784635306,restaurants,27388,1,bus
39.914034357115376,116.400743292968,leisure,66968,4,bus
39.94244657060486,116.45590048388996,leisure,37503,0,bus
39.95119207130026,116.22214492911031,leisure,31603,1,bike
39.93200736276558,116.4087264538488,restaurants,59147,2,bus
39.91616042422181,116.30520755301946,restaurants,53083,6,car
40.05025520023225,116.29217030418872,restaurants,45532,4,still
39.96674079252151,116.29731953070724,restaurants,80371,6,car
40.03521461200064,116.3304537684366,restaurants,79161,4,walk
39.92285043589739,116.30016745112827,restaurants,25980,2,bus
39.92290536281872,116.29395033874287,restaurants,36380,5,walk
39.92488666494476,116.30441082080004,restaurants,51016,5,bike
39.94777513966928,116.30363822730298,leisure,35475,5,bus
39.96364125811033,116.35997638220776,restaurants,63633,3,car
22.162277439225505,113.55322231851316,leisure,78922,6,bike
39.85594737253856,116.4111309383646,restaurants,74269,5,walk
39.96069830811111,116.3401814511256,leisure,41342,3,bus
39.84700688586821,116.28263753946976,restaurants,57871,6,car
39.9851889976211,116.33310325508882,restaurants,68236,6,walk
39.95176790489021,116.33798184349352,leisure,31038,2,bus
40.434674165072536,115.9770005148409,restaurants,58999,5,car
39.13569032431172,117.2035863618594,leisure,51185,6,car
39.8129813655268,116.13841355767416,restaurants,48387,1,still
40.56503642617527,116.70386328937325,leisure,51011,5,still
39.98734164191509,116.32512166967231,leisure,38014,6,car
40.088304805244846,116.10496034815026,leisure,46867,4,bus
39.9246265333688,116.17234662198344,restaurants,62523,3,bike
39.97494048001381,116.16638886574792,leisure,46550,5,walk
40.08901457386244,116.11327174980195,restaurants,44318,6,walk
39.98207075895063,116.35002257796846,sport,71198,2,still
39.95198030367047,116.40972965244625,leisure,53273,6,walk
39.95064322795108,116.40173140311713,restaurants,26610,5,still
39.51848577594094,116.70379488907112,restaurants,59690,5,still
39.98540585795506,116.34111959813342,restaurants,62849,4,car
39.850547883961305,116.21988284763088,leisure,40160,3,still
39.78692267506309,116.38049487387032,restaurants,54927,4,car
39.95413633452971,116.35767879546238,restaurants,49424,5,car
39.95306884202412,116.35504595825408,leisure,73955,5,still
39.99213606119478,116.41406898678676,leisure,49140,5,still
40.0443829749712,116.2858654519672,leisure,57280,2,bus
40.0002927072284,116.41694235789,sport,43767,1,walk
39.959146605622735,116.3170205698965,leisure,52405,6,bus
39.94657984614836,116.36661287296818,restaurants,71015,2,walk
39.94344214215899,116.36600590048674,restaurants,46991,6,bike
39.95657158144812,116.36086953642312,leisure,57224,6,still
40.04884692611724,116.28134131412152,restaurants,41710,3,car
39.89410616399869,116.37840127830832,leisure,38225,2,car
39.92543346660175,116.41118774102652,leisure,56524,4,car
39.9636618478851,116.36428536688852,leisure,72817,4,car
39.95121215746477,116.36176179725793,restaurants,18914,2,walk
40.04498182844928,116.29851917201358,sport,54995,4,still
40.00268916925183,116.34355844557116,leisure,48872,5,bus
40.000628037796055,116.34741604532353,leisure,58048,5,still
39.999682808355416,116.34263922231112,restaurants,47884,6,walk
39.907557283192176,116.24511484087428,sport,47839,3,still
39.118260158272186,117.24313218473328,restaurants,66508,5,car
39.7628267878788,98.25382053896104,restaurants,11816,5,bus
39.932253651670266,116.46150323862705,restaurants,62881,1,car
39.921825304029305,116.47197819322344,leisure,67414,6,walk
34.26663157162982,117.20164699595944,leisure,19072,5,bus
31.88737010262346,117.3116641211419,restaurants,62159,6,still
32.91701833229438,115.86386092335032,restaurants,62489,4,car
39.86655677947636,116.35777980642295,restaurants,30862,4,bus
39.873067866460765,116.38143332709896,leisure,28957,6,bike
39.13642957397005,117.21782205760869,leisure,75968,5,bike
38.04038848240621,114.48504473133474,leisure,36249,5,bus
36.619400107211,101.81185601464058,leisure,42815,4,walk
36.38280328543903,94.90609036017874,leisure,78401,3,bike
29.626632686291305,91.06703400397863,leisure,26134,3,walk
36.52501104444444,102.03765604531591,restaurants,48716,4,bike
36.52630601906439,102.0377865925521,restaurants,84316,4,still
39.895417254921824,116.36875645463635,restaurants,39404,5,walk
39.132354629696295,117.20080112352318,restaurants,46264,5,car
39.86279549930307,116.37346612009948,leisure,69729,1,car
32.08936449830112,118.7917806575454,restaurants,31723,5,bike
32.09711560484754,118.73679514938084,restaurants,40750,5,bus
32.00394575798174,119.5868586629308,restaurants,59455,5,bike
31.252391294232183,121.4500430788835,sport,68420,5,bus
39.98688676076336,116.33453661106974,restaurants,84622,0,bus
40.40819539831127,116.68677388548822,restaurants,55657,4,walk
40.3592571556827,115.9947227246104,leisure,54346,5,bus
40.35697095049369,116.00793498505612,leisure,49281,6,car
39.91498238204314,116.45479443568496,leisure,30363,1,car
39.90602152560182,116.44125681066652,leisure,73839,6,bus
39.93387369390061,116.36716574008722,leisure,73693,6,bus
39.93654216968592,116.34843535545004,leisure,28596,0,walk
39.8589281229258,116.407033033046,restaurants,68605,4,bus
39.97930489673605,116.3602158585798,leisure,61309,0,still
39.86436964490499,116.41561494731506,restaurants,38350,2,still
39.93853153942753,116.34422078911128,leisure,42698,5,car
39.97498738325398,116.36263009814093,leisure,26575,0,walk
39.97744503577954,116.36300413060478,leisure,51965,6,bike
40.06566108064891,116.4054258378786,sport,82516,2,bus
39.97383458904324,116.29746454312578,leisure,16979,0,car
39.920762536226746,116.44421879600924,leisure,45064,2,car
39.97537846073633,116.35359596272043,leisure,42019,3,car
39.90969598033422,116.35090081054956,leisure,59480,0,still
39.9322831750866,116.43125856932888,restaurants,74357,1,bus
39.98353741011529,116.3491737148445,leisure,52489,6,walk
39.96700628722776,116.38384434702712,restaurants,53665,0,walk
39.94265024414413,116.34890432794244,restaurants,45024,0,bus
39.99168291568419,116.33862868129734,leisure,39933,2,bike
39.62366279451236,118.11278215765238,restaurants,76255,0,bus
42.53264257346432,125.67863609308932,restaurants,29190,1,walk
41.75101115903073,125.97458218573732,leisure,55312,2,car
41.75059589534884,125.97705583139532,leisure,49574,1,bus
41.7479988452381,125.9730451688312,restaurants,43280,1,bike
41.12001611896552,126.18101595862068,restaurants,41240,2,bike
41.13394015588236,126.19885177352938,restaurants,42850,2,still
42.18107836578341,127.47602996082948,restaurants,75738,2,still
42.04828926991669,127.77425980232432,restaurants,29829,3,bike
41.99219492156863,128.01949000920513,leisure,36869,3,bus
41.99334908982684,128.021784446158,leisure,37564,3,walk
41.99673245187516,128.02847929937056,leisure,40754,3,walk
42.448627931725305,128.13062817930472,restaurants,75561,3,walk
40.25831358347332,117.2420311095195,restaurants,50301,5,still
39.11879778812928,117.18809423194968,leisure,44755,6,bus
39.9060089917896,116.4903200808133,sport,63116,0,bus
31.32094108754105,121.54432576185349,leisure,54669,6,walk
31.32227701954135,121.54374556081488,leisure,56946,6,car
39.64802029214372,118.16302285546315,restaurants,37416,0,walk
39.64997916662692,118.16115190192346,restaurants,26110,1,car
39.64426722571914,118.16557015971236,restaurants,62880,0,car
39.50937996623369,118.66477545074471,leisure,41660,3,car
39.50402722530864,118.6732308595679,leisure,58680,2,bus
39.954962739434,116.42281872789036,leisure,75881,3,car
39.95771641366949,116.34188687383708,leisure,64445,4,car
39.95568025390868,116.41888114058268,restaurants,57753,3,walk
39.966941647378505,116.40968102060208,leisure,44724,4,bike
39.95293210046218,116.41916951807823,restaurants,34576,3,walk
39.95908011764632,116.4189250716822,restaurants,26855,4,car
39.9735033176596,116.39944483896386,leisure,55893,5,bus
39.96791490820957,116.3487590585505,sport,30191,4,still
40.16729438546943,116.1282370577319,restaurants,38297,1,car
39.857620621743024,116.39239995015085,restaurants,34928,5,still
39.95022256807111,116.41925635713464,leisure,55624,1,walk
39.96115125669206,116.42237965681224,leisure,50899,6,walk
39.95546221407627,116.42606299848032,sport,54628,6,bike
39.96097133798237,116.41156991593591,leisure,67550,4,car
39.955893920868135,116.41579947166667,leisure,34618,1,car
38.90432741426407,121.55788502854205,restaurants,38581,4,walk
38.87789903465949,121.58942324013044,leisure,38167,1,walk
39.959586887195485,116.4160372049233,leisure,56199,5,car
39.96644439597971,116.43355548769344,leisure,58976,1,walk
40.10638527773504,116.55058805666664,restaurants,70025,3,walk
39.97215106383404,116.32549747551175,restaurants,36110,5,walk
39.965459525329486,116.29126653087192,leisure,67732,4,bus
39.963918262337664,116.29150555757576,leisure,7776,5,car
39.94795084686055,116.46943003999507,restaurants,45574,0,bus
40.000095587214126,116.37814632261512,leisure,81937,2,walk
40.14754309335079,116.53688576928546,restaurants,35564,0,car
40.11685342366072,116.5593980653624,restaurants,65648,3,car
40.15030865734251,116.53580225241454,restaurants,30884,0,walk
39.97681843541511,116.31850027341956,leisure,61900,4,bike
39.77764927861687,116.45224445581682,restaurants,59149,5,walk
40.05136117009255,116.10072382745444,restaurants,32057,5,bike
39.99694119899308,116.37698011164925,leisure,35385,0,walk
39.963822948744095,116.30930552025792,restaurants,69171,4,walk
39.979979208106336,116.31813940443588,leisure,69135,2,bike
39.8762136935148,116.39527641180226,leisure,42810,6,car
39.97652180936821,116.37528238295644,restaurants,42731,3,walk
39.90544370663555,116.26706412661972,leisure,66803,5,bike
39.99730294424858,116.40330507564084,leisure,63710,1,bus
40.33441802715308,116.85555888524588,restaurants,65078,4,walk
40.33184583695464,116.85448788687616,restaurants,54340,2,car
40.08099456919877,116.50540057036278,restaurants,54392,3,car
39.99757676084873,116.35418875585772,restaurants,27209,0,car
39.996549158674526,116.33424445374966,restaurants,2062,4,bus
39.97206670844503,116.376427616325,leisure,68758,0,car
39.975215517048994,116.37057617057692,leisure,70681,4,bike
39.89963414966885,116.37183642462996,leisure,49730,2,bike
40.03918292176339,116.3245840359465,restaurants,73441,4,bus
40.04918582178152,116.30732238857914,sport,69536,2,walk
40.04958341265462,116.30371070907007,restaurants,77254,3,bike
40.07324752258811,116.40690193311936,restaurants,67741,6,bike
39.86528000610079,116.386060871009,leisure,72325,4,bus
39.86352042728161,116.3934957525088,leisure,68356,6,still
40.07567906454221,116.31692541546462,sport,51721,5,bus
40.0812253850319,116.31483289755182,restaurants,70443,5,still
39.9676490749081,116.10126258706458,restaurants,70300,0,bus
39.96129060083,116.10374644418586,leisure,68166,0,walk
39.92566506792394,116.15379581547894,restaurants,52316,5,still
39.98984725261359,116.29184158398134,sport,54842,1,bus
39.90741495813455,116.31723393891994,restaurants,37297,0,still
39.922145515113634,116.3357240733288,leisure,47941,6,bike
39.93370655261628,116.3468323063384,restaurants,70332,6,bike
40.0167810602776,116.34140375344808,leisure,67408,5,still
40.06311178142695,116.40312377098006,restaurants,50511,6,bus
40.02953245545693,116.33889314146744,restaurants,53792,6,still
39.84587005746888,116.3733961325497,leisure,46794,4,still
39.9292718373216,116.3471702715575,restaurants,37776,2,bike
39.91076284577912,116.3590102587359,leisure,47556,4,bike
40.01399611219004,116.3456664481628,restaurants,65526,0,bus
39.92040013801839,116.34240790126962,restaurants,37152,4,bus
39.88180107585689,116.3726016032745,restaurants,58817,0,still
40.00957566560489,116.34581054571746,sport,31114,5,bus
39.94473886004766,116.3613030076,leisure,35550,3,walk
39.91750745347103,116.33976004987002,restaurants,51951,3,car
39.94002763127962,116.43621858015656,leisure,38178,2,still
39.96832791440777,116.39480629915788,restaurants,42019,6,bike
39.9219559005983,116.33128950769226,leisure,37344,1,bike
39.904501490570325,116.34653031210144,leisure,40618,2,bus
39.9803545177733,116.4103032759974,leisure,62328,2,bus
40.0549891669487,116.32207886467728,restaurants,42037,5,walk
39.99190867974775,116.35866663215856,restaurants,66798,4,walk
39.90520366997821,116.40526915132897,leisure,74993,3,bus
39.88176059111306,116.37631485603146,restaurants,59522,0,walk
39.96647372669872,116.37627444166776,leisure,77924,5,bus
40.02952095744261,116.33356142495198,restaurants,47036,5,car
39.90461387120224,116.45405075545996,restaurants,58378,5,bike
39.98560473497354,116.38107896944445,restaurants,60887,2,still
40.01390831883735,116.35041830436398,restaurants,62177,0,bike
39.985007593749245,116.44235546343154,restaurants,51355,0,bus
40.018445705175445,116.33834846403508,restaurants,74221,5,still
39.93693975550214,116.36039067419873,restaurants,50119,2,car
39.948892840647744,116.44067034898718,restaurants,60005,5,walk
39.94658128693503,116.31225577799894,leisure,66669,1,bike
39.98358876774376,116.38702791341896,leisure,74597,5,still
39.97403957442594,116.412262874683,leisure,56874,2,still
39.982623716816754,116.377695256336,leisure,64973,5,bike
39.97043883478632,116.38895886264956,restaurants,55821,1,bike
39.959176041185096,116.4500452310515,restaurants,55753,4,walk
40.930782036129024,117.32826117303236,leisure,47944,4,bike
40.92673317247835,117.32083312678571,restaurants,37916,3,walk
40.05610751248685,116.4078202199521,leisure,59247,1,car
40.01389401333333,116.3422020103788,leisure,61602,4,car
39.836738969458686,116.40762683015464,leisure,47485,4,still
39.87449741454905,116.45205143032416,restaurants,53094,4,walk
40.02246354550517,116.35155099686072,restaurants,51300,5,bike
39.931075296861465,116.2752900930736,leisure,38588,3,bus
39.96001789256447,116.40200891891244,leisure,50191,6,bike
40.02738244722053,116.34560275818916,leisure,13353,0,still
39.95867431026091,116.4342258055779,leisure,44669,6,bike
40.0082002015873,116.33637580092592,restaurants,48537,5,bike
39.91172546288247,116.45444122284827,leisure,31646,0,car
39.89148889548471,116.17254074569962,restaurants,55532,3,walk
39.986180007916666,116.37749596180556,restaurants,67695,1,car
40.07868708793706,116.58159910402098,restaurants,57355,2,bus
39.89912716250928,116.2751374658208,restaurants,55266,5,bus
39.882227931818186,116.39129311753248,sport,49322,3,bus
39.891810218643805,116.45471693434511,restaurants,64489,1,still
39.93857254658521,116.43093965061644,restaurants,69124,3,bus
40.03106312335068,116.35109584653796,restaurants,46619,6,still
39.92688555779761,116.34414043869046,restaurants,45879,0,bike
39.95865398462314,116.45975865635934,restaurants,60871,3,walk
39.88907106607451,116.48252175520028,restaurants,40080,0,bike
39.980951116883126,116.37722304945886,leisure,67136,1,walk
39.95601788942509,116.36892339810797,restaurants,58450,5,bike
39.90811261515152,116.19610418522728,restaurants,49133,5,walk
39.8956601438725,116.30340009025224,restaurants,40239,5,bike
40.0490709550098,116.32529098675582,restaurants,62292,6,bus
39.85835528572794,116.38748794744986,restaurants,32377,0,still
39.86050265846263,116.38592168579352,restaurants,35296,0,bus
39.86037758279285,116.38039648051928,leisure,72694,0,walk
39.92286862676191,116.39827706122269,restaurants,63689,3,bike
39.91765695743678,116.39085226038974,restaurants,38325,5,walk
39.86340097128538,116.38950656826502,sport,46140,5,bike
40.43158156810457,116.56423382980392,leisure,40636,3,still
40.43354431759058,116.56382886554348,leisure,41977,3,walk
39.86382859230138,116.3832140886459,leisure,66748,4,bus
